CNPJ_Fundo;Data_Referencia;Versao;Nome_Imovel;Endereco;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Imovel_Total_Investido;Categoria
18.259.637/0001-62;2019-12-31;1;Condomínio Ed. Summit Pinheiros;R. Eugênio de Medeiros, 288  - Pinheiros - São Paulo, SP, 05425-000;5869.77;23;Apto 105 - Matrícula 152939 Apto 203 - Matrícula 152951 Apto 205 - Matrícula 152953 Apto 207 - Matrícula 152955 Apto 214 - Matrícula 152962 Apto 304 - Matrícula 152966 Apto 307 - Matrícula 152969 Apto 401 - Matrícula 152977 Apto 403 - Matrícula 152979 Apto 405 - Matrícula 152981 Apto 407 - Matrícula 152983 Apto 505 - Matrícula 152995 Apto 602 - Matrícula 153006 Apto 603 - Matrícula 153007 Apto 604 - Matrícula 153008 Apto 605 - Matrícula 153009 Apto 610 - Matrícula 153014 Apto 702 - Matrícula 153020 Apto 801 - Matrícula 153033 Apto 802 - Matrícula 153034 Apto 803 - Matrícula 153035 Apto 804 - Matrícula 153036 Apto 1110 - Matrícula 153084.;0.5685;Renda
18.308.516/0001-63;2019-03-31;2;Pullman Ibirapuera;R. Joinville, 515 - Mariana - São Paulo - SP;22401.05;348;N/A;;Renda
18.308.516/0001-63;2019-03-31;2;Ibis Expo;R. Doutor Abraão Ribeiro. 808 - São Paulo - SP;10725.14;280;N/A;;Renda
18.570.740/0001-29;2019-09-30;1;Casa Vila Clarice;Rua Maria de Fatima, 26 - Cidade Ademar - São Paulo-SP;198;1;São Paulo - SP;1;Renda
18.570.740/0001-29;2019-09-30;1;Ed. Penthouse 761;Rua São Benedito, 761 - Santo Amaro - São Paulo-SP;352.16;1;São Paulo - SP;1;Renda
18.950.957/0001-64;2019-03-31;1;Rio Verde - GO;Av. Pres. Vargas, Quadra 26 - Lote A2 - Jardim Pres.;13128.06;1;Locação longo prazo;0.1237;Renda
18.950.957/0001-64;2019-06-30;1;Florianópolis - SC;Via Expressa Marginal Oeste - Rodovia BR 282, nº 3.700 (km 4,2), Bairro Capoeiras;18205.46;1;Locação longo prazo;0.0391;Renda
18.950.957/0001-64;2019-12-31;1;Valparaiso;Rua Alameda Santa Maria, no Parque Esplanada V, Quadra 46, lote 16 cidade de Valparaíso de Goiás - GO;15200;1;Imóvel para renda acabados;0.0183;Renda
18.950.957/0001-64;2019-12-31;1;São José dos Campos;Avenida Presidente Juscelino Kubitscheck, nº 1600,  Bairro do Ronda - São José dos Campos - SP;17039.37;1;Imóvel para renda acabados;0.0245;Renda
18.950.957/0001-64;2019-12-31;1;Palmas;Q 403 Sul Alameda 29 Arso 41, s/n, Plano Diretor Sul - Palmas - TO;32967.5;1;Imóvel para renda acabados;0.0191;Renda
18.950.957/0001-64;2019-12-31;1;Anápolis;Avenida Juscelino Kubitschek, n° 3465, Bairro Jardim Eldorado - Anápolis - GO;44154252;1;Imóvel para renda acabados;0.0226;Renda
18.950.957/0001-64;2019-12-31;1;Primavera do Leste;Rua Rio de Janeiro, n° 1.595, lote 01/A, quadra 101, bairro Primavera do Leste II - Primavera do Leste - MT;11658420.34;1;Imóvel para renda acabados;0.006;Renda
19.131.224/0001-60;2019-03-31;1;CEO - CORPORATE;Avenida João Cabral de Mello Neto nº 850, 5º, 6º e 7º andares, Barra da Tijuca, na Cidade e Estado do Rio de Janeiro;4781.898;24;;0.048121;Renda
19.722.048/0001-31;2019-03-31;1;OB 54 - 151;Rua Ouro Branco, nº 54, apto 151;120.03;1;Apartamento residencial pronto para venda;;Venda
19.722.048/0001-31;2019-03-31;1;FR 699 - 62;Alameda Franca nº699, apto 62;216.23;1;Apartamento residencial pronto para venda;;Venda
19.722.048/0001-31;2019-03-31;1;JAU 88 - 43;Alameda Jaú, nº 88, apto. nº 43;191.28;1;Apartamento residencial pronto para venda;;Venda
19.722.048/0001-31;2019-03-31;1;BC 2316 - 102;Rua Bela Cintra, nº 2316, apto 102;152.89;1;Apartamento residencial pronto para venda;;Venda
19.722.048/0001-31;2019-03-31;1;SAR 381 - 52;Alameda Sarutaiá, n° 381, 52;155.29;1;Apartamento residencial pronto para venda;;Venda
19.722.048/0001-31;2019-03-31;1;JEL 747 - 91;Alameda Joaquim Eugênio de Lima, nº 747 - apto. 91;178.45;1;Apartamento residencial pronto para venda;;Venda
19.722.048/0001-31;2019-03-31;1;CON 3240 - 83;Rua da Consolação, nº 3240;151.25;1;Apartamento residencial pronto para venda;;Venda
19.722.048/0001-31;2019-03-31;1;OBR 54 - 102;Rua Ouro Branco, nº 54 - apto 102;120.03;1;Apartamento residencial pronto para venda;;Venda
19.722.048/0001-31;2019-03-31;1;JEL 747 - 112;Alameda Joaquim Eugênio de Lima, nº 747 - apto. 112;163.02;1;Apartamento residencial pronto para venda;;Venda
19.722.048/0001-31;2019-03-31;1;GUA 153 - 75;Rua Guarará, nº 153 - apto 75;166.56;1;Apartamento residencial pronto para venda;;Venda
19.722.048/0001-31;2019-03-31;1;CPF 95 - 114;Rua Capitão Pinto Ferreira, nº 85 - apto 114;151.1843;1;Apartamento residencial pronto para venda;;Venda
19.722.048/0001-31;2019-03-31;1;CPF 65 - 121;Rua Capitão Pinto Ferreira, nº 65 - apto 121;166.76;1;Apartamento residencial pronto para venda;;Venda
19.722.048/0001-31;2019-03-31;1;FR 917 - 51;Alameda Franca, nº 917 - apto 51;95.52;1;Apartamento residencial pronto para venda;;Venda
19.722.048/0001-31;2019-03-31;1;JML 284 - 21;Rua José Maria Lisboa, nº 284 - apto 21;149.77;1;Apartamento residencial pronto para venda;;Venda
19.722.048/0001-31;2019-03-31;1;DMA - 265 72;Rua Dr. Melo Alves, n° 265 - apto 72;110;1;Apartamento residencial pronto para venda;;Venda
19.722.048/0001-31;2019-03-31;1;MRA - 644 51;Alameda Ministro Rocha Azevedo 976 ap. 114;117.664;1;Apartamento residencial pronto para venda;;Venda
19.722.048/0001-31;2019-03-31;1;CON - 2801 34;Rua da Consoldação, nº 2801 - apto 304;118.86;1;Apartamento residencial pronto para venda;;Venda
19.722.048/0001-31;2019-03-31;1;BAT 263 - 112;Rua Batataes, nº 263 - apto 112;167.27;1;Apartamento residencial pronto para venda;;Venda
19.722.048/0001-31;2019-03-31;1;ITA 97 - 62;Rua Itacema 97 ap. 62;282.32;1;Apartamento residencial pronto para venda;;Venda
19.722.048/0001-31;2019-03-31;1;HL 999 /997 42;Rua Haddock Lobo, nº 997, apto 42Al. Casa Branca, nº 605, apto 502;165;1;Apartamento residencial pronto para venda;;Venda
19.722.048/0001-31;2019-06-30;2;OB 54 - 151;Rua Ouro Branco, nº 54, apto 151;120.03;1;Apartamento residencial pronto para venda;;Venda
19.722.048/0001-31;2019-06-30;2;FR 699 - 62;Alameda Franca nº699, apto 62;216.23;1;Apartamento residencial pronto para venda;;Venda
