CNPJ_Fundo;Data_Referencia;Versao;Nome_Endereco_Imovel;Caracteristicas_Contratuais
01.235.622/0001-61;2016-12-31;1;Golden Corporate;Aviso prévio para devolução superior a 30 dias. Penalidade em caso de não cumprimento de aviso prédio. Devolução de carência e desconto em caso de rescisão antecipada, sem isentar a multa por rescisão. Isenção de multa por rescisão antecipada após certo período do contrato de locação
01.235.622/0001-61;2016-12-31;1;Largo De Santa Rita, 10 (Vot);Multa por atraso maior e isenção de multa após determinado período, desde que dado aviso prévio de 90 dias.
01.235.622/0001-61;2016-12-31;1;Marechal Câmara 160;Prazo contratual superior, índice de reajuste pelo IPCA, Isenção de multa após transcorrido determinado prazo e desde que respeitado o aviso prévio, impossibilidade de retenção pelo Locatário de todas as benfeitorias realizadas no imóvel.
01.235.622/0001-61;2016-12-31;1;Rio Branco 255/257;Impossibilidade de retenção pelo Locatário de todas as benfeitorias realizadas no imóvel.
01.235.622/0001-61;2016-12-31;1;Senhor Dos Passos 107;Multa por atraso superior. Multa por rescisão em caso de contrato em prazo indeterminado e desde que não cumprido o aviso prévio estabelecido
01.235.622/0001-61;2016-12-31;1;Sete De Setembro N° 155;Multa por atraso superior.
01.235.622/0001-61;2016-12-31;1;Teófilo Otoni Nº 24;Multa por atraso superior.
01.235.622/0001-61;2016-12-31;1;Travessa Do Ouvidor, 9;Multa por atraso superior.
01.235.622/0001-61;2016-12-31;1;Uruguaiana 76;Multa por atraso superior.
01.235.622/0001-61;2016-12-31;1;Uruguaiana 78;Multa por atraso superior, prazo contratual maior e devolução de desconto em caso de rescisão antecipada
01.497.954/0001-14;2016-12-31;1;Nada;Nada
01.601.918/0001-59;2016-12-31;1;Eusébio Matoso;Contrato com correção anual pela variação positiva do IPCA
01.601.918/0001-59;2016-12-31;1;Dantas Barreto;Contrato com correção anual pela variação positiva do IPC-FIP
01.601.918/0001-59;2016-12-31;1;Joaquim Floriano;Contrato com correção anual pela variação positiva do IPC-FIP
01.633.741/0001-72;2016-12-31;1;Rua Júlio Gonzales, 132;Garantia caução em dinheiro
01.636.325/0001-28;2016-12-31;1;Moinhos Shopping;Lojas que pagam diferença semestral de aluguel minimo
01.636.325/0001-28;2016-12-31;1;Moinhos Shopping;Lojas que pagam diferença anual de aluguel minimo
01.636.325/0001-28;2016-12-31;1;Moinhos Shopping;Lojas que pagam o aluguel através de percentual estabelecido sobre as vendas
01.636.325/0001-28;2016-12-31;1;Moinhos Shopping;Lojas que tem custo de ocupação fixo e aluguel variável
01.657.856/0001-05;2016-12-31;1;Rua Junqueira Ayres, 165 - Barris - Salvador - BA;Os contratos obdecem as mesmas caracteristicas, os locatários tem o mesmo tratamento contratual
02.027.437/0001-44;2016-12-31;1;Ed Brasílio Machado;Os contratos de locação são dos imóveis do Fundo  preveem  período de de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
02.508.235/0001-14;2016-12-31;1;Contagem;Os contratos são típicos, corrigidos anualmente pela variação positiva do IGPM. As demais cláusulas são confidenciais.
03.251.720/0001-18;2016-12-31;2;Av. Francisco Matarazzo, 1500;Garantia caução em dinheiro
03.507.519/0001-59;2016-12-31;2;Shopping Patio Higienópolis;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M ou IGP-DI com garantia de Fiadores.
03.683.056/0001-86;2016-12-31;4;JK FINANCIAL CENTER;Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.
03.683.056/0001-86;2016-12-31;4;JATOBÁ;Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.
03.683.056/0001-86;2016-12-31;4;PARQUE PAULISTA;Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.
03.683.056/0001-86;2016-12-31;4;NEW CENTURY;Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.
03.683.056/0001-86;2016-12-31;4;CETENCO PLAZA;Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.
03.683.056/0001-86;2016-12-31;4;INTERNACIONAL RIO;Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.
03.683.056/0001-86;2016-12-31;4;CANDELÁRIA CORPORATE;Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.
03.683.056/0001-86;2016-12-31;4;PQ CULTURAL PAULISTA;Os contratos são majoritaramente reajustados anualmente pelo IPCA e pelo prazo de 5 anos.
04.066.582/0001-60;2016-12-31;2;Hospital da Criança;Não possui caracteristicas que destoem dos demais
04.141.645/0001-03;2016-12-31;1;RUA DAS OLIMPIADAS, 205;Reajuste pelo IGPM 62%
04.722.883/0001-02;2016-12-31;2;Centro Empresarial Nações Unidas;Não possui caracteristicas que destoem dos demais
04.782.236/0001-88;2016-12-31;2;Rua Dona Francisca, 8300 - Distrito Industrial -  joinville - SC;Garantia Contratual - Titulo de Capitalização
05.437.916/0001-27;2016-12-31;1;Rodovia Anhanguera, s/n KM 17,5;Indexador de reajuste IPC-FIPE
05.562.312/0001-02;2016-12-31;2;Edifício Almirante Barroso;Não possui caracteristicas que destoem dos demais
06.175.262/0001-73;2016-12-31;1;Avenida Paulista, 1728, São Paulo/SP (1ª ANDAR);Reajuste anual por indexador vinculado à inflação (IGP-M ou IPCA). Todos contratos típicos de locação, multa em caso de rescisão antecipada equivalente a 3 meses do valor do aluguel à época, calculados de maneira proporcional ao decurso do prazo do contrato.
06.175.262/0001-73;2016-12-31;1;Avenida Paulista, 1728, São Paulo/SP (SL E 2ª ANDAR);Reajuste anual por indexador vinculado à inflação (IGP-M ou IPCA). Todos contratos típicos de locação, multa em caso de rescisão antecipada equivalente a 3 meses do valor do aluguel à época, calculados de maneira proporcional ao decurso do prazo do contrato.
06.175.262/0001-73;2016-12-31;1;Avenida Paulista, 1728, São Paulo/SP (3º ANDAR);Reajuste anual por indexador vinculado à inflação (IGP-M ou IPCA). Todos contratos típicos de locação, multa em caso de rescisão antecipada equivalente a 3 meses do valor do aluguel à época, calculados de maneira proporcional ao decurso do prazo do contrato.
06.175.262/0001-73;2016-12-31;1;Avenida Paulista, 1728, São Paulo/SP (10º ANDAR);Reajuste anual por indexador vinculado à inflação (IGP-M ou IPCA). Todos contratos típicos de locação, multa em caso de rescisão antecipada equivalente a 3 meses do valor do aluguel à época, calculados de maneira proporcional ao decurso do prazo do contrato.
06.175.262/0001-73;2016-12-31;1;Avenida Paulista, 1728, São Paulo/SP (11º ANDAR);Reajuste anual por indexador vinculado à inflação (IGP-M ou IPCA). Todos contratos típicos de locação, multa em caso de rescisão antecipada equivalente a 3 meses do valor do aluguel à época, calculados de maneira proporcional ao decurso do prazo do contrato.
06.175.262/0001-73;2016-12-31;1;Avenida Paulista, 1728, São Paulo/SP (12º ANDAR);Reajuste anual por indexador vinculado à inflação (IGP-M ou IPCA). Todos contratos típicos de locação, multa em caso de rescisão antecipada equivalente a 3 meses do valor do aluguel à época, calculados de maneira proporcional ao decurso do prazo do contrato.
06.175.262/0001-73;2016-12-31;1;Avenida Paulista, 1728, São Paulo/SP (13º ANDAR);Reajuste anual por indexador vinculado à inflação (IGP-M ou IPCA). Todos contratos típicos de locação, multa em caso de rescisão antecipada equivalente a 3 meses do valor do aluguel à época, calculados de maneira proporcional ao decurso do prazo do contrato.
06.175.262/0001-73;2016-12-31;1;Avenida Paulista, 1728, São Paulo/SP (14º ANDAR);Reajuste anual por indexador vinculado à inflação (IGP-M ou IPCA). Todos contratos típicos de locação, multa em caso de rescisão antecipada equivalente a 3 meses do valor do aluguel à época, calculados de maneira proporcional ao decurso do prazo do contrato.
07.000.400/0001-46;2016-12-31;1;SEDE I;O contrato possui duas revisionais no quinto e oitavo ano.
07.122.725/0001-00;2016-12-31;2;Edificio Torre Almirante;Não possui caracteristicas que destoem dos demais
07.224.019/0001-60;2016-12-31;2;Parque Dom Pedro Shopping;Não possui caracteristicas que destoem dos demais
07.352.632/0001-63;2016-12-31;2;Rodoshopping Fernão Dias;Não possui caracteristicas que destoem dos demais
07.583.627/0001-61;2016-12-31;1;Não aplicavel;Não aplicável
07.789.135/0001-27;2016-12-31;3;BPS - BOTAFOGO PRAIA SHOPPING;N/A
07.789.135/0001-27;2016-12-31;3;CNB - CONJUNTO NACIONAL BRASILIA;N/A
07.789.135/0001-27;2016-12-31;3;CVS - CENTER VALE SHOPPING;N/A
08.014.513/0001-63;2016-12-31;2;Hospital e Maternidade;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;ABC - Shopping ABC;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;VIX;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;TIJ - Loja de Rua Tijuca;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;SVP-Shopp.Piedade Barris;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;SVB - Shopping Barra;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;SPC - Loja de Rua Centro;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;SLZ - Loja de Rua Centro;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;SIR-Shopp.C.Iguatemi Rio;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;REC - Loja de Rua Centro;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;OUV - Loja de Rua Centro;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;NOR - Norte Shopping;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;NIT - Plaza Shopping;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;NIG - Loja de Rua Centro;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;MCO-Shopp.Center Iguatemi;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;GOI Goiania Shopping;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;FOS - Iguatemi Fortaleza;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;Ed. Santa Catarina;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;EC - Escritório Central;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;DQE - Loja de Rua Centro;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;CPK-Shopp.Parque D.Pedro;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;COP-Lj de Rua Copacabana;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;COP- GAR;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;CBS-Shopp.Center Curitiba;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;CAC - Loja de Rua Centro;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;BPB-Pátio Brasil Shopping;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;BHM - Minas Shopping;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;BHD - Shopp.Del Rey;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;BHC - Loja de Rua;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;BEI - Shopping Iguatemi Belém;Não possui caracteristicas que destoem dos demais
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.431.747/0001-06;2016-12-31;1;-;-
08.693.497/0001-82;2016-12-31;1;não há;não há
08.696.175/0001-97;2016-12-31;1;Ambev;Pagamento anual do aluguel em Janeiro.
08.696.175/0001-97;2016-12-31;1;Barry;Não Aplicável.
08.696.175/0001-97;2016-12-31;1;C&A;Não Aplicável.
08.696.175/0001-97;2016-12-31;1;Danfoss;Não Aplicável.
08.696.175/0001-97;2016-12-31;1;Leader Nova Iguaçu;Não Aplicável.
08.696.175/0001-97;2016-12-31;1;Magazine;Não Aplicável.
08.696.175/0001-97;2016-12-31;1;Telha Norte;Não Aplicável.
08.706.065/0001-69;2016-12-31;3;Ibis Styles Faria Lima;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Ibis Congonhas;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Comfort Nova Paulista;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Tryp Itaim;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Intercity Premium Berrini;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Meliá Jardim Europa;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Ibis São Paulo Paulista;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Blue Tree Faria Lima;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Ibis Budget Paulista;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Tryp Berrini;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Tryp Iguatemi;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Wyndham Berrini;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Intercity Premium Ibirapuera;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Ibis Budget Jardins;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Estanplaza Nações Unidas;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Quality Jardins;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Estanplaza Ibirapuera;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Intercity Nações Unidas;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Gran Estanplaza;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Tryp Paulista;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Estanplaza Berrini;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Estanplaza International;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Staybridge Suites São Paulo;Não possui caracteristicas que destoem dos demais
08.924.783/0001-01;2016-12-31;2;Centro Empresarial Barra Shopping;Não possui caracteristicas que destoem dos demais
08.924.783/0001-01;2016-12-31;2;Flamengo Park Towers;Não possui caracteristicas que destoem dos demais
08.924.783/0001-01;2016-12-31;2;Edifício Eldorado Business Tower;Não possui caracteristicas que destoem dos demais
08.924.783/0001-01;2016-12-31;2;Edifício Volkswagen;Não possui caracteristicas que destoem dos demais
08.924.783/0001-01;2016-12-31;2;Centro Empresarial Transatlantico;Não possui caracteristicas que destoem dos demais
08.924.783/0001-01;2016-12-31;2;Edifício Cargill;Não possui caracteristicas que destoem dos demais
08.924.783/0001-01;2016-12-31;2;Edifício Burity;Não possui caracteristicas que destoem dos demais
09.006.914/0001-34;2016-12-31;1;Não se aplica .;Não se aplica.
09.072.017/0001-29;2016-12-31;2;-;-
09.150.967/0001-24;2016-12-31;1;Rua Antonio Utrila, 349 - Guarulhos;Contrato de Locação vigente até 31/03/2023.
09.150.967/0001-24;2016-12-31;1;Rodovia Presidente Dutra, km 53 - Lorena;Imóvel desocupado.
09.150.967/0001-24;2016-12-31;1;Avenida Dr. Rudge Ramos, 1.501 -SBC;Contrato de Locação vigente até 25/10/2027.
09.276.964/0001-31;2016-12-31;2;Edifício Commercial Brascan Century Plaza;Não possui caracteristicas que destoem dos demais
09.326.861/0001-39;2016-12-31;3;Shopping West Plaza;Não possui caracteristicas que destoem dos demais
09.350.920/0001-04;2016-12-31;1;Indianópolis;Demais cláusulas são confidenciais.
09.350.920/0001-04;2016-12-31;1;Muniz Barreto;Demais cláusulas são confidenciais.
09.350.920/0001-04;2016-12-31;1;Marquês de Olinda, 51;Demais cláusulas são confidenciais.
09.350.920/0001-04;2016-12-31;1;Marquês de Olinda, 70;Demais cláusulas são confidenciais.
10.347.985/0001-80;2016-12-31;1;Cidade Jardim Continental Tower;Os itens citados tem a mesma característica em todos os contratos.
10.375.382/0001-91;2016-12-31;2;Florianópolis Shopping Center;Não possui caracteristicas que destoem dos demais
10.427.246/0001-06;2016-12-31;2;Brazilian Financial Center;Não possui caracteristicas que destoem dos demais
10.427.246/0001-06;2016-12-31;2;Edificio Torre Almirante;Não possui caracteristicas que destoem dos demais
10.456.810/0001-00;2016-12-31;4;ED. BERRINI 1511;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
10.456.810/0001-00;2016-12-31;4;ED. TORRE SUL;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
10.456.810/0001-00;2016-12-31;4;ED. PEDRA GRANDE;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
10.456.810/0001-00;2016-12-31;4;ED. BRASILINTERPART;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
10.456.810/0001-00;2016-12-31;4;ED. NAÇÕES UNIDAS;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
10.456.810/0001-00;2016-12-31;4;ED. PLATINUM;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
10.522.648/0001-81;2016-12-31;1;Bay View;Aviso prédio de 90 dias e devolução dos descontos e carência em caso de rescisão antecipada.  
10.522.648/0001-81;2016-12-31;1;ANM Retrofit;Prazo inferior. Devolução de carência em caso de rescisão antecipada, sem isentar a multa por rescisão. Após determinado prazo e desde que cumprido aviso prévio, a devolução da carência é isentada.
10.869.155/0001-12;2016-12-31;2;Parque Dom Pedro Shopping;Não possui caracteristicas que destoem dos demais
10.993.386/0001-33;2016-12-31;2;Edificio Castelo;Não possui caracteristicas que destoem dos demais
11.044.355/0001-07;2016-12-31;1;Centerminas (Supermercados BH, Petz, Decathlon, Lojas Rede);Presença de Cláusula estabelecendo valor máximo para o metro quadrado de condomínio. A cada doze meses de contrato o valor da contribuição dos encargos comuns é calculado. Caso exceda o estabelecido em contrato para essa rubrica, o valor excedente pode ser descontado do valor mensal cobrado a título de aluguel do mês de fechamento.
11.044.355/0001-07;2016-12-31;1;Centerminas (Lojas Americanas, De 01 a 99 Mais);Presença de Cláusula que prevê pagamento de aluguel na forma de CTO (Custo Total de Ocupação). No valor do CTO mensal previsto em contrato deverão ser descontadas todas as despesas do lojistas, tais como encargos comuns, Fundo de Promoção e Propaganda e Fundo de Reserva. As despesas específicas são cobradas separadamente e não são passíveis de desconto.
11.044.355/0001-07;2016-12-31;1;Centerminas (Petz, Quality Toner, Lojas Americanas, de 01 a 99 Mais e Quiosques);Presença de Cláusula que prevê pagamento de aluguel percentual sobre faturamento da loja do mês anterior. Além do pagamento de taxa mínima mensal a título de aluguel, será devido o pagamento de um percentual sobre o faturamento, caso este valor exceda o valor mínimo previsto em contrato.
11.179.118/0001-45;2016-12-31;2;Unidade de Valinhos;Não possui caracteristicas que destoem dos demais
11.179.118/0001-45;2016-12-31;2;Unidade de Leme;Não possui caracteristicas que destoem dos demais
11.179.118/0001-45;2016-12-31;2;Unidade de Taboao da Serra;Não possui caracteristicas que destoem dos demais
11.260.134/0001-68;2016-12-31;1;Rua Amauri, 255 - São Paulo - SP;Contrato atípico, sem direito a revisonal, reajustado por índice e com multa por rescisão antecipada referente a 40% do aluguel devido até o vencimento do contrato.
11.268.335/0001-01;2016-12-31;2;Sítio Porteira de Ferro;Há multa de 3 alugueis vigentes, a qual incorrerá a parte que infringir qualquer uma das cláusulas do contrato.
11.274.415/0001-70;2016-12-31;2;Lojas Americanas S.A;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2016-12-31;2;Bompreço Supermercados do Nordeste Ltda;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2016-12-31;2;Carrefour Comercio e Industria Ltda;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2016-12-31;2;Lojas Americanas S.A - Belem;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2016-12-31;2;Lojas Americanas S.A - Brasilia;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2016-12-31;2;Lojas Americanas S.A - Nilopolis;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2016-12-31;2;Lojas Americanas S.A - Taquatinga;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2016-12-31;2;Lojas Americanas S.A - Maceio;Não possui caracteristicas que destoem dos demais
