CNPJ_Fundo_Classe;Data_Referencia;Versao;Percentual_Vencimento_Valor_Total_Faixa_Ate_3Meses;Percentual_Vencimento_Receita_FII_Faixa_Ate_3Meses;Percentual_Vencimento_Valor_Total_Faixa_3a6Meses;Percentual_Vencimento_Receita_FII_Faixa_3a6Meses;Percentual_Vencimento_Valor_Total_Faixa_6a9Meses;Percentual_Vencimento_Receita_FII_Faixa_6a9Meses;Percentual_Vencimento_Valor_Total_Faixa_9a12Meses;Percentual_Vencimento_Receita_FII_Faixa_9a12Meses;Percentual_Vencimento_Valor_Total_Faixa_12a15Meses;Percentual_Vencimento_Receita_FII_Faixa_12a15Meses;Percentual_Vencimento_Valor_Total_Faixa_15a18Meses;Percentual_Vencimento_Receita_FII_Faixa_15a18Meses;Percentual_Vencimento_Valor_Total_Faixa_18a21Meses;Percentual_Vencimento_Receita_FII_Faixa_18a21Meses;Percentual_Vencimento_Valor_Total_Faixa_21a24Meses;Percentual_Vencimento_Receita_FII_Faixa_21a24Meses;Percentual_Vencimento_Valor_Total_Faixa_24a27Meses;Percentual_Vencimento_Receita_FII_Faixa_24a27Meses;Percentual_Vencimento_Valor_Total_Faixa_27a30Meses;Percentual_Vencimento_Receita_FII_Faixa_27a30Meses;Percentual_Vencimento_Valor_Total_Faixa_30a33Meses;Percentual_Vencimento_Receita_FII_Faixa_30a33Meses;Percentual_Vencimento_Valor_Total_Faixa_33a36Meses;Percentual_Vencimento_Receita_FII_Faixa_33a36Meses;Percentual_Vencimento_Valor_Total_Faixa_Acima_36Meses;Percentual_Vencimento_Receita_FII_Faixa_Acima_36Meses;Percentual_Vencimento_Valor_Total_Faixa_Indeterminado;Percentual_Vencimento_Receita_FII_Faixa_Indeterminado;Percentual_Indexador_Valor_Total_IGPM;Percentual_Indexador_Receita_FII_IGPM;Percentual_Indexador_Valor_Total_INPC;Percentual_Indexador_Receita_FII_INPC;Percentual_Indexador_Valor_Total_IPCA;Percentual_Indexador_Receita_FII_IPCA;Percentual_Indexador_Valor_Total_INCC;Percentual_Indexador_Receita_FII_INCC;Caracteristicas_Contratuais;Politica_Contratacao_Seguro_Imovel_Renda_Acabado;Politica_Contratacao_Seguro_Imovel_Renda_Construcao;Politica_Contratacao_Seguro_Imovel_Venda_Acabado;Politica_Contratacao_Seguro_Imovel_Venda_Construcao;Ativo_Liquidez_Valor_Disponibilidades;Ativo_Liquidez_Valor_Titulos_Publicos;Ativo_Liquidez_Valor_Titulos_Privados;Ativo_Liquidez_Valor_Fundos_Renda_Fixa
00.332.266/0001-31;2023-03-31;1;0.000583;0.00056;0;0;0.037664;0.036225;0.012239;0.011771;0.001687;0.001623;0.019607;0.018858;0.015915;0.015307;0.292329;0.281162;0;0;0.006393;0.006149;0.020736;0.019944;0.008407;0.008086;0.13264;0.127574;0.4518;0.434542;0.001035;0.000996;0.005498;0.005288;0.07281;0.070029;;;Contratos típicos de 5 anos, ajustados anualmente principalmente pelo indíce IGP-DI com garantia de Fiadores.;Contratação do seguro realizado pelo empreendimento através do condomínio.;;;;1026273.82;;;9835864.01
00.332.266/0001-31;2023-06-30;1;0.0316013385128526;0.0306108979402491;0.045278915022526;0.0438597955601166;0.0166617991830988;0.0161395895964131;0.00234688267812921;0.00227332731835816;0.0326920991751667;0.0316674722780024;0.0294313902534309;0.0285089596100811;0.0153706822129495;0.0148889384638324;0;0;0.00279831142847406;0.00271060751136265;0.0247380825392947;0.0239627482721918;0.0113914868937178;0.0110344580040323;0.00693370939155532;0.00671639495415435;0.210735730910046;0.204130908841966;0.570019571798758;0.552154173127181;0.001282;0.00124270492763967;0.006817;0.00660297851073433;0.091557;0.0886870111831535;;;Contratos típicos de 5 anos, ajustados anualmente principalmente pelo indíce IGP-DI com garantia de Fiadores.;Contratação do seguro realizado pelo empreendimento através do condomínio.;;;;300895.43;;;14516486.33
00.332.266/0001-31;2023-09-30;1;0.0316013385128526;0.0306108979402491;0.045278915022526;0.0438597955601166;0.0166617991830988;0.0161395895964131;0.00234688267812921;0.00227332731835816;0.0326920991751667;0.0316674722780024;0.0294313902534309;0.0285089596100811;0.0153706822129495;0.0148889384638324;0;0;0.00279831142847406;0.00271060751136265;0.0247380825392947;0.0239627482721918;0.0113914868937178;0.0110344580040323;0.00693370939155532;0.00671639495415435;0.210735730910046;0.204130908841966;0.570019571798758;0.552154173127181;0.001282;0.00124270492763967;0.006817;0.00660297851073433;0.091557;0.0886870111831535;;;Contratos típicos de 5 anos, ajustados anualmente principalmente pelo indíce IGP-DI com garantia de Fiadores.;Contratação do seguro realizado pelo empreendimento através do condomínio.;;;;487738.28;;;11039436.61
00.332.266/0001-31;2023-12-31;1;0.0165211356099831;0.0161584305988016;0.0023270696375589;0.00227598115073594;0.0324161033218919;0.0317044401895631;0.0291829222176974;0.02854224034333;0.0152409186107394;0.0149063194835593;0;0;0.00277468730001745;0.00271377181503287;0.0245292367211589;0.0239907218581826;0.0112953167723544;0.0110473393879341;0.00687517307580429;0.00672423552609809;0.0152007068474024;0.0148669905292745;0.0248457327360521;0.0243002695195648;0.167801195532026;0.164117288085316;0.650989801617313;0.636697971512607;0.00127204341751404;0.00124411697632594;0.00675886541024621;0.00661048127902967;0.0907807849517403;0.0887877835989098;;;Contratos típicos de 5 anos, ajustados anualmente principalmente pelo indíce IGP-DI com garantia de Fiadores.;Contratação do seguro realizado pelo empreendimento através do condomínio.;;;;856430.82;;;7226022.06
00.613.094/0001-74;2023-03-31;1;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;1;1;;;;;;;Prazo de locação entre 60 e 120 meses, reajustado anualmente pela variação positiva do IGPM ou IPCA. O contrato de locação deve ser cumprido integralmente, sob penas de pagamento de indenização e multa por desistência da locação ou por rescisão, ou resiliçao antecipada. Para grande parte dos locatários, a garantia é obtida através de fiador, carta fiança, depósito caução ou depósito antecipado.;A locadora contratará seguro para o imóvel, considerando seu valor real e este custo será reembolsado pela locatária. Tal seguro inclui as dependências e instalações comuns, elevadores, ar condicionado, ou outros equipamentos, contemplando Riscos Operacionais e Responsabilidade Civil.;;;;569584.13;0;0;0
00.613.094/0001-74;2023-06-30;1;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;1;1;;;;;;;Prazo de locação entre 60 e 120 meses, reajustado anualmente pela variação positiva do IGPM ou IPCA. O contrato de locação deve ser cumprido integralmente, sob penas de pagamento de indenização e multa por desistência da locação ou por rescisão, ou resiliçao antecipada. Para grande parte dos locatários, a garantia é obtida através de fiador, carta fiança, depósito caução ou depósito antecipado.;A locadora contratará seguro para o imóvel, considerando seu valor real e este custo será reembolsado pela locatária. Tal seguro inclui as dependências e instalações comuns, elevadores, ar condicionado, ou outros equipamentos, contemplando Riscos Operacionais e Responsabilidade Civil.;;;;569584.13;0;0;0
00.613.094/0001-74;2023-09-30;1;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;1;1;;;;;;;Prazo de locação entre 60 e 120 meses, reajustado anualmente pela variação positiva do IGPM ou IPCA. O contrato de locação deve ser cumprido integralmente, sob penas de pagamento de indenização e multa por desistência da locação ou por rescisão, ou resiliçao antecipada. Para grande parte dos locatários, a garantia é obtida através de fiador, carta fiança, depósito caução ou depósito antecipado.;A locadora contratará seguro para o imóvel, considerando seu valor real e este custo será reembolsado pela locatária. Tal seguro inclui as dependências e instalações comuns, elevadores, ar condicionado, ou outros equipamentos, contemplando Riscos Operacionais e Responsabilidade Civil.;;;;569584.13;0;0;0
00.613.094/0001-74;2023-12-31;1;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;1;1;;;;;;;Prazo de locação entre 60 e 120 meses, reajustado anualmente pela variação positiva do IGPM ou IPCA. O contrato de locação deve ser cumprido integralmente, sob penas de pagamento de indenização e multa por desistência da locação ou por rescisão, ou resiliçao antecipada. Para grande parte dos locatários, a garantia é obtida através de fiador, carta fiança, depósito caução ou depósito antecipado.;A locadora contratará seguro para o imóvel, considerando seu valor real e este custo será reembolsado pela locatária. Tal seguro inclui as dependências e instalações comuns, elevadores, ar condicionado, ou outros equipamentos, contemplando Riscos Operacionais e Responsabilidade Civil.;;;;569584.13;0;0;0
00.762.723/0001-28;2023-03-31;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.426472116772285;;;;;1;0.426472;;;Os contratos de locação são dos imóveis do Fundo  preveem  período de de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M, IPCA ou IGP-DI. O Fundo é proprietário de 75 % do imóvel para renda acabado, citado acima.;É obrigatória a contratação do seguro de preservação dos imóveis, no entanto essa demanada fica a cargo do condomínio.;;;;5977.55;;;2238682.64
00.762.723/0001-28;2023-06-30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.628366;;;;;1;0.628366;;;Os contratos de locação são dos imóveis do Fundo e preveem o período de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo locatário, correção anual do valor da locação pelo IGP-M, IPCA ou IGP-DI. O Fundo é proprietário de 75% do imóvel para renda acabado, citado acima.;É obrigatória a contratação do seguro de preservação dos imóveis, no entanto essa demanada fica a cargo do condomínio.;;;;5273.81;;;3563769.77
00.762.723/0001-28;2023-09-30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.423437;;;;;1;0.423437;;;Os contratos de locação são dos imóveis do Fundo e preveem o período de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo locatário, correção anual do valor da locação pelo IGP-M, IPCA ou IGP-DI. O Fundo é proprietário de 75% do imóvel para renda acabado, citado acima.;É obrigatória a contratação do seguro de preservação dos imóveis, no entanto essa demanada fica a cargo do condomínio.;;;;5268.73;;;1792731.06
00.762.723/0001-28;2023-12-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.698047;;;;;1;0.698047;;;Os contratos de locação são dos imóveis do Fundo e preveem o período de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo locatário, correção anual do valor da locação pelo IGP-M, IPCA ou IGP-DI. O Fundo é proprietário de 75% do imóvel para renda acabado, citado acima.;É obrigatória a contratação do seguro de preservação dos imóveis, no entanto essa demanada fica a cargo do condomínio.;;;;5525.7;;;230793.59
00.868.235/0001-08;2023-03-31;1;0.010939;0.010429;0.024055;0.022935;0.010457;0.00997;0.259058;0.246995;0;0;0;0;0.006817;0.006499;0;0;0;0;0.127167;0.121245;0.024868;0.02371;0.043502;0.041476;0.364813;0.347825;0.128324;0.122349;1;0.953433;;;;;;;Contratos majoritriamente corrigidos pelo IGP-M e com prazo de 5 anos;A contratação dos sguros fica a cargo do condominio e dos locatários.;;;;298356;;;330332.74
00.868.235/0001-08;2023-06-30;1;0.019885;0.019632;0.008644;0.008534;0.214154;0.211434;0;0;0;0;0.005635;0.005563;0;0;0;0;0.105124;0.103789;0.020557;0.020296;0.035961;0.035504;0.043108;0.04256;0.264185;0.2608291;0.282742;0.279151;1;0.987297;;;;;;;Contratos majoritriamente corrigidos pelo IGP-M e com prazo de 5 anos;A contratação dos sguros fica a cargo do condominio e dos locatários.;;;;8618.07;;;1537860.4
00.868.235/0001-08;2023-09-30;1;0.008346;0.00819587666708035;0.206767;0.203044381213098;0;0;0;0;0.005441;0.00534285710396473;0;0;0;0;0.101498;0.0996710803668087;0.019849;0.0194913541306155;0.034721;0.0340957367403164;0.041621;0.0408716712915094;0.028022;0.0275174255178721;0.437287;0.429414597839377;0.116448;0.114351261633451;1;0.987297;;;;;;;Contratos majoritriamente corrigidos pelo IGP-M e com prazo de 5 anos;A contratação dos sguros fica a cargo do condominio e dos locatários.;;;;5859.62;;;1941310.72
00.868.235/0001-08;2023-12-31;1;0.148535663034165;0.146410162419632;0;0;0;0;0.00390852885311464;0.00385259898206876;0;0;0;0;0.075178474839487;0.0741026935004681;0.0119939507705766;0.0118223209463796;0.0339453704394681;0.0334596224092927;0.0208965000492964;0.0205974774254425;0.020130175579696;0.0198421188282648;0;0;0.595762854995525;0.58723766792232;0.0896484814386712;0.0883656386620782;1;0.98569;;;;;;;Contratos majoritriamente corrigidos pelo IGP-M e com prazo de 5 anos;A contratação dos sguros fica a cargo do condominio e dos locatários.;;;;6070.89;;;2341120.28
01.201.140/0001-90;2023-03-31;2;0.076252;0.0747432094677888;0.02921;0.0286317941304311;0.008255;0.00809179047672978;0.022409;0.0219660518072519;0.049921;0.0489337272106494;0.026042;0.0255271220605932;0.025991;0.0254770604133874;0.057321;0.0561874237280193;0.021763;0.0213326438715345;0.016772;0.016440615881837;0.029069;0.0284937421262307;0.025327;0.0248257444805992;0.461843;0.452707997790204;0.149824;0.146860715591191;0.0219858581745861;0.0215509699637994;0.00242165099215517;0.0023737498614026;;0.104409338789655;0.106516269039752;;Contratos típicos de 5 anos, ajustados anualmente em sua maioria pelo indíce IGP-DI, IGP-M, IPCA e IPC-FIPE e INPC com garantia de Fiadores.;Contratação do seguro realizado pelo empreendimento através do condomínio.;;;;5546.84;;;7111317.65
01.201.140/0001-90;2023-06-30;1;0.0278971397462936;0.0272723026714044;0.0164389143880317;0.0160707173874078;0.0226532198354562;0.0221458355033155;0.0601136263376373;0.0587672079311846;0.0265797273904659;0.025984397572963;0.028522959052727;0.0278841049456833;0.0585042999331606;0.0571939270429242;0.0302151837623637;0.0295384273919611;0.0171185411043722;0.016735121899131;0.0301627954976074;0.0294872125138103;0.0258494286584046;0.0252704559917669;0.0148280503129183;0.0144959332690889;0.500547217155052;0.489336015510171;0.14056889682551;0.137420450099013;0.0357707071755634;0.0349695188013586;0.00247163092100524;0.0024162716028482;0.10793402791175;0.105516533398165;;;Contratos típicos de 5 anos, ajustados anualmente em sua maioria pelo indíce IGP-DI, IGP-M, IPCA e IPC-FIPE e INPC com garantia de Fiadores.;Contratação do seguro realizado pelo empreendimento através do condomínio.;;;;5672.87;;;6381332.22
