CNPJ_Fundo_Classe;Data_Referencia;Versao;Nome_Endereco_Imovel;Caracteristicas_Contratuais
13.320.290/0001-00;2021-12-31;1;UMB80;Clausula de reajuste e indexadores.
13.320.290/0001-00;2021-12-31;1;PUR152;Clausula de reajuste e indexadores.
13.320.290/0001-00;2021-12-31;1;CAC10319;Clausula de reajuste e indexadores.
13.320.290/0001-00;2021-12-31;1;CLA5385;Clausula de reajuste e indexadores.
13.320.290/0001-00;2021-12-31;1;DES7156;Clausula de reajuste e indexadores.
13.320.290/0001-00;2021-12-31;1;DAG217;Clausula de reajuste e indexadores.
13.320.290/0001-00;2021-12-31;1;DAG3493;Clausula de reajuste e indexadores.
13.320.290/0001-00;2021-12-31;1;DIV10253;Clausula de reajuste e indexadores.
13.320.290/0001-00;2021-12-31;1;ISA209;Clausula de reajuste e indexadores.
13.320.290/0001-00;2021-12-31;1;TRA951;Clausula de reajuste e indexadores.
13.320.290/0001-00;2021-12-31;1;TUB11627;Clausula de reajuste e indexadores.
13.320.290/0001-00;2021-12-31;1;ESP78/79;Clausula de reajuste e indexadores.
13.320.290/0001-00;2021-12-31;1;H1191365;Clausula de reajuste e indexadores.
13.320.290/0001-00;2021-12-31;1;H1191365;Clausula de reajuste e indexadores.
13.371.132/0001-71;2021-03-31;1;Ed. Praia de Botafogo;Reajuste anual por indexador de inflação (IGP-M), aviso prévio e multa proporcional ao período de cumprimento do contrato, direito de preferência e multa caso haja descumprimento do contrato.
13.371.132/0001-71;2021-03-31;1;Ed. Nações Unidas Torre III;Reajuste anual por indexador de inflação (IGP-M), aviso prévio e multa proporcional ao período de cumprimento do contrato, direito de preferência e multa caso haja descumprimento do contrato.
13.371.132/0001-71;2021-03-31;1;Ed. Paulista;Reajuste anual por indexador de inflação (IGP-M), aviso prévio e multa proporcional ao período de cumprimento do contrato, direito de preferência e multa caso haja descumprimento do contrato.
13.371.132/0001-71;2021-03-31;1;Ed. Tower Bridge Corporate;Reajuste anual por indexador de inflação (IGP-M), aviso prévio e multa proporcional ao período de cumprimento do contrato, direito de preferência e multa caso haja descumprimento do contrato.
13.371.132/0001-71;2021-03-31;1;Torre Marble;Reajuste anual por indexador de inflação (IGP-M), aviso prévio e multa proporcional ao período de cumprimento do contrato, direito de preferência e multa caso haja descumprimento do contrato.
13.371.132/0001-71;2021-03-31;1;Torre Ebony;Reajuste anual por indexador de inflação (IGP-M), aviso prévio e multa proporcional ao período de cumprimento do contrato, direito de preferência e multa caso haja descumprimento do contrato.
13.371.132/0001-71;2021-06-30;1;Ed. Praia de Botafogo;Reajuste anual por indexador de inflação (IGP-M), aviso prévio e multa proporcional ao período de cumprimento do contrato, direito de preferência e multa caso haja descumprimento do contrato.
13.371.132/0001-71;2021-06-30;1;Ed. Nações Unidas Torre III;Reajuste anual por indexador de inflação (IGP-M), aviso prévio e multa proporcional ao período de cumprimento do contrato, direito de preferência e multa caso haja descumprimento do contrato.
13.371.132/0001-71;2021-06-30;1;Ed. Paulista;Reajuste anual por indexador de inflação (IGP-M), aviso prévio e multa proporcional ao período de cumprimento do contrato, direito de preferência e multa caso haja descumprimento do contrato.
13.371.132/0001-71;2021-06-30;1;Ed. Tower Bridge Corporate;Reajuste anual por indexador de inflação (IGP-M), aviso prévio e multa proporcional ao período de cumprimento do contrato, direito de preferência e multa caso haja descumprimento do contrato.
13.371.132/0001-71;2021-06-30;1;Torre Ebony;Reajuste anual por indexador de inflação (IGP-M), aviso prévio e multa proporcional ao período de cumprimento do contrato, direito de preferência e multa caso haja descumprimento do contrato.
13.371.132/0001-71;2021-06-30;1;Torre Marble;Reajuste anual por indexador de inflação (IGP-M), aviso prévio e multa proporcional ao período de cumprimento do contrato, direito de preferência e multa caso haja descumprimento do contrato.
13.371.132/0001-71;2021-09-30;1;Ed. Praia de Botafogo;Reajuste anual por indexador de inflação (IGP-M ou IPC-A), aviso prévio e multa proporcional ao período de cumprimento do contrato, direito de preferência e multa caso haja descumprimento do contrato.
13.371.132/0001-71;2021-09-30;1;Ed. Nações Unidas Torre III;Reajuste anual por indexador de inflação (IGP-M ou IPC-A), aviso prévio e multa proporcional ao período de cumprimento do contrato, direito de preferência e multa caso haja descumprimento do contrato.
13.371.132/0001-71;2021-09-30;1;Ed. Paulista;Reajuste anual por indexador de inflação (IGP-M ou IPC-A), aviso prévio e multa proporcional ao período de cumprimento do contrato, direito de preferência e multa caso haja descumprimento do contrato.
13.371.132/0001-71;2021-09-30;1;Ed. Tower Bridge Corporate;Reajuste anual por indexador de inflação (IGP-M ou IPC-A), aviso prévio e multa proporcional ao período de cumprimento do contrato, direito de preferência e multa caso haja descumprimento do contrato.
13.371.132/0001-71;2021-09-30;1;Torre Ebony;Reajuste anual por indexador de inflação (IGP-M ou IPC-A), aviso prévio e multa proporcional ao período de cumprimento do contrato, direito de preferência e multa caso haja descumprimento do contrato.
13.371.132/0001-71;2021-09-30;1;Torre Marble;Reajuste anual por indexador de inflação (IGP-M ou IPC-A), aviso prévio e multa proporcional ao período de cumprimento do contrato, direito de preferência e multa caso haja descumprimento do contrato.
13.371.132/0001-71;2021-12-31;2;Ed. Praia de Botafogo;Reajuste anual por indexador de inflação (IGP-M ou IPC-A), aviso prévio e multa proporcional ao período de cumprimento do contrato, direito de preferência e multa caso haja descumprimento do contrato.
13.371.132/0001-71;2021-12-31;2;Ed. Nações Unidas Torre III;Reajuste anual por indexador de inflação (IGP-M ou IPC-A), aviso prévio e multa proporcional ao período de cumprimento do contrato, direito de preferência e multa caso haja descumprimento do contrato.
13.371.132/0001-71;2021-12-31;2;Ed. Paulista;Reajuste anual por indexador de inflação (IGP-M ou IPC-A), aviso prévio e multa proporcional ao período de cumprimento do contrato, direito de preferência e multa caso haja descumprimento do contrato.
13.371.132/0001-71;2021-12-31;2;Ed. Tower Bridge Corporate;Reajuste anual por indexador de inflação (IGP-M ou IPC-A), aviso prévio e multa proporcional ao período de cumprimento do contrato, direito de preferência e multa caso haja descumprimento do contrato.
13.371.132/0001-71;2021-12-31;2;Torre Ebony;Reajuste anual por indexador de inflação (IGP-M ou IPC-A), aviso prévio e multa proporcional ao período de cumprimento do contrato, direito de preferência e multa caso haja descumprimento do contrato.
13.371.132/0001-71;2021-12-31;2;Torre Marble;Reajuste anual por indexador de inflação (IGP-M ou IPC-A), aviso prévio e multa proporcional ao período de cumprimento do contrato, direito de preferência e multa caso haja descumprimento do contrato.
13.500.306/0001-59;2021-03-31;1;Edifício Sede;Os contratos de locação  dos imóveis do Fundo  preveem  período de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
13.500.306/0001-59;2021-03-31;1;Ed. Banco Mercantil;Os contratos de locação  dos imóveis do Fundo  preveem  período de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
13.500.306/0001-59;2021-06-30;1;Edifício Sede;Os contratos de locação  dos imóveis do Fundo  preveem  período de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
13.500.306/0001-59;2021-06-30;1;Ed. Banco Mercantil;Os contratos de locação  dos imóveis do Fundo  preveem  período de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
13.500.306/0001-59;2021-09-30;1;Edifício Sede;Os contratos de locação  dos imóveis do Fundo  preveem  período de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
13.500.306/0001-59;2021-09-30;1;Ed. Banco Mercantil;Os contratos de locação  dos imóveis do Fundo  preveem  período de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
13.500.306/0001-59;2021-12-31;1;Edifício Sede;Os contratos de locação  dos imóveis do Fundo  preveem  período de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
13.500.306/0001-59;2021-12-31;1;Ed. Banco Mercantil;Os contratos de locação  dos imóveis do Fundo  preveem  período de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
13.551.286/0001-45;2021-03-31;1;Centro Empresarial de São Paulo;Não possui caracteristicas que destoem dos demais
13.551.286/0001-45;2021-06-30;1;Centro Empresarial de São Paulo;Não possui caracteristicas que destoem dos demais
13.551.286/0001-45;2021-09-30;1;Centro Empresarial de São Paulo;Não possui caracteristicas que destoem dos demais
13.551.286/0001-45;2021-12-31;1;Centro Empresarial São Paulo;Não possui caracteristicas que destoem dos demais
13.568.181/0001-07;2021-06-30;1;CD Santa Cruz - RJ;Imóvel descocupado
13.568.181/0001-07;2021-06-30;1;CD PPG Sumaré - SP;contrato com termino em 2023.
13.568.181/0001-07;2021-09-30;1;CD Santa Cruz - RJ;Imóvel descocupado
13.568.181/0001-07;2021-09-30;1;CD PPG Sumaré - SP;contrato com termino em 2023.
13.568.181/0001-07;2021-12-31;1;CD Santa Cruz - RJ;Imóvel descocupado
13.568.181/0001-07;2021-12-31;1;CD PPG Sumaré - SP;contrato com termino em 2023.
13.652.006/0001-95;2021-03-31;1;Shopping Sulacap - Avenida Marechal Fontenelle, 3545 - Rio de Janeiro, RJ;O Fundo tem por objeto adquirir e obter renda, mediante participação correspondente a 44% (quarenta e quatro por cento) no empreendimento imobiliário denominado Parque Shopping Sulacap. Foi constituído um Condomínio que por sua vez contrata os Prestadores de Serviços e celebra os Contratos de Locação.
13.652.006/0001-95;2021-06-30;1;Shopping Sulacap - Avenida Marechal Fontenelle, 3545 - Rio de Janeiro, RJ;O Fundo tem por objeto adquirir e obter renda, mediante participação correspondente a 44% (quarenta e quatro por cento) no empreendimento imobiliário denominado Parque Shopping Sulacap. Foi constituído um Condomínio que por sua vez contrata os Prestadores de Serviços e celebra os Contratos de Locação.
13.652.006/0001-95;2021-09-30;1;Shopping Sulacap - Avenida Marechal Fontenelle, 3545 - Rio de Janeiro, RJ;O Fundo tem por objeto adquirir e obter renda, mediante participação correspondente a 44% (quarenta e quatro por cento) no empreendimento imobiliário denominado Parque Shopping Sulacap. Foi constituído um Condomínio que por sua vez contrata os Prestadores de Serviços e celebra os Contratos de Locação.
13.726.079/0001-84;2021-03-31;1;AV GOIAS;Não se aplica
13.726.079/0001-84;2021-03-31;1;CARAPICUIBA;Não se aplica
13.726.079/0001-84;2021-03-31;1;ITAIM CASA;Não se aplica
13.726.079/0001-84;2021-03-31;1;JAÇANÃ;Não se aplica
13.726.079/0001-84;2021-03-31;1;Maria Cândida;Não se aplica
13.726.079/0001-84;2021-03-31;1;MBOI MIRIM;Não se aplica
13.726.079/0001-84;2021-03-31;1;Pompeia;Não se aplica
13.726.079/0001-84;2021-03-31;1;São José;Não se aplica
13.726.079/0001-84;2021-03-31;1;SBC - CD;Não se aplica
13.726.079/0001-84;2021-03-31;1;SBC - LOJA;Não se aplica
13.726.079/0001-84;2021-03-31;1;SBC TRIPLEX;Não se aplica
13.726.079/0001-84;2021-03-31;1;São Caetano;Não se aplica
13.726.079/0001-84;2021-03-31;1;Fazenda São Pedro da Aldeia;Não se aplica
13.726.079/0001-84;2021-03-31;1;Santo Amaro;Não se aplica
13.726.079/0001-84;2021-03-31;1;Santo André;Não se aplica
13.726.079/0001-84;2021-03-31;1;Fazenda Vale do SOL;Não se aplica
13.726.079/0001-84;2021-03-31;1;Vila Rio Loja;Não se aplica
13.726.079/0001-84;2021-03-31;1;Vila Prudente - Mooca;Não se aplica
13.726.079/0001-84;2021-06-30;1;AV GOIAS;Não se aplica
13.726.079/0001-84;2021-06-30;1;CARAPICUIBA;Não se aplica
13.726.079/0001-84;2021-06-30;1;ITAIM CASA;Não se aplica
13.726.079/0001-84;2021-06-30;1;JAÇANÃ;Não se aplica
13.726.079/0001-84;2021-06-30;1;Maria Cândida;Não se aplica
13.726.079/0001-84;2021-06-30;1;MBOI MIRIM;Não se aplica
13.726.079/0001-84;2021-06-30;1;Pompeia;Não se aplica
13.726.079/0001-84;2021-06-30;1;São José;Não se aplica
13.726.079/0001-84;2021-06-30;1;SBC - CD;Não se aplica
13.726.079/0001-84;2021-06-30;1;SBC - LOJA;Não se aplica
13.726.079/0001-84;2021-06-30;1;SBC TRIPLEX;Não se aplica
13.726.079/0001-84;2021-06-30;1;São Caetano;Não se aplica
13.726.079/0001-84;2021-06-30;1;Fazenda São Pedro da Aldeia;Não se aplica
13.726.079/0001-84;2021-06-30;1;Santo Amaro;Não se aplica
13.726.079/0001-84;2021-06-30;1;Santo André;Não se aplica
13.726.079/0001-84;2021-06-30;1;Fazenda Vale do SOL;Não se aplica
13.726.079/0001-84;2021-06-30;1;Vila Rio Loja;Não se aplica
13.726.079/0001-84;2021-06-30;1;Vila Prudente - Mooca;Não se aplica
13.726.079/0001-84;2021-09-30;1;AV GOIAS;Não se aplica
13.726.079/0001-84;2021-09-30;1;CARAPICUIBA;Não se aplica
13.726.079/0001-84;2021-09-30;1;ITAIM CASA;Não se aplica
13.726.079/0001-84;2021-09-30;1;JAÇANÃ;Não se aplica
13.726.079/0001-84;2021-09-30;1;Maria Cândida;Não se aplica
13.726.079/0001-84;2021-09-30;1;MBOI MIRIM;Não se aplica
13.726.079/0001-84;2021-09-30;1;Pompeia;Não se aplica
13.726.079/0001-84;2021-09-30;1;São José;Não se aplica
13.726.079/0001-84;2021-09-30;1;SBC - CD;Não se aplica
13.726.079/0001-84;2021-09-30;1;SBC - LOJA;Não se aplica
13.726.079/0001-84;2021-09-30;1;SBC TRIPLEX;Não se aplica
13.726.079/0001-84;2021-09-30;1;São Caetano;Não se aplica
13.726.079/0001-84;2021-09-30;1;Fazenda São Pedro da Aldeia;Não se aplica
13.726.079/0001-84;2021-09-30;1;Santo Amaro;Não se aplica
13.726.079/0001-84;2021-09-30;1;Santo André;Não se aplica
13.726.079/0001-84;2021-09-30;1;Fazenda Vale do SOL;Não se aplica
13.726.079/0001-84;2021-09-30;1;Vila Rio Loja;Não se aplica
13.726.079/0001-84;2021-09-30;1;Vila Prudente - Mooca;Não se aplica
13.726.079/0001-84;2021-12-31;2;AV GOIAS;Não se aplica
13.726.079/0001-84;2021-12-31;2;CARAPICUIBA;Não se aplica
13.726.079/0001-84;2021-12-31;2;ITAIM CASA;Não se aplica
13.726.079/0001-84;2021-12-31;2;JAÇANÃ;Não se aplica
13.726.079/0001-84;2021-12-31;2;Maria Cândida;Não se aplica
13.726.079/0001-84;2021-12-31;2;MBOI MIRIM;Não se aplica
13.726.079/0001-84;2021-12-31;2;Pompeia;Não se aplica
13.726.079/0001-84;2021-12-31;2;São José;Não se aplica
13.726.079/0001-84;2021-12-31;2;SBC - CD;Não se aplica
13.726.079/0001-84;2021-12-31;2;SBC - LOJA;Não se aplica
13.726.079/0001-84;2021-12-31;2;SBC TRIPLEX;Não se aplica
13.726.079/0001-84;2021-12-31;2;São Caetano;Não se aplica
13.726.079/0001-84;2021-12-31;2;Fazenda São Pedro da Aldeia;Não se aplica
13.726.079/0001-84;2021-12-31;2;Santo Amaro;Não se aplica
13.726.079/0001-84;2021-12-31;2;Santo André;Não se aplica
13.726.079/0001-84;2021-12-31;2;Fazenda Vale do SOL;Não se aplica
13.726.079/0001-84;2021-12-31;2;Vila Rio Loja;Não se aplica
13.726.079/0001-84;2021-12-31;2;Vila Prudente - Mooca;Não se aplica
13.873.457/0001-52;2021-03-31;1;Cuiabá;Imóvel locado para a Cogna, com contrato do tipo "sale and leaseback".
13.873.457/0001-52;2021-03-31;1;São Luis;Imóvel locado para a Cogna, com contrato do tipo "sale and leaseback".
13.873.457/0001-52;2021-03-31;1;Ipatinga - Jequitibá;Imóvel locado para a Cogna, com contrato do tipo "sale and leaseback".
13.873.457/0001-52;2021-03-31;1;Av. Presidente Juscelino Kubitschek;Imóvel locado para a Cogna, com contrato do tipo "sale and leaseback".
13.873.457/0001-52;2021-03-31;1;Rua dos Timbiras;Imóvel locado para a Cogna, com contrato do tipo "sale and leaseback".
13.873.457/0001-52;2021-06-30;1;Cuiabá;Imóvel locado para a Cogna, com contrato do tipo "sale and leaseback".
13.873.457/0001-52;2021-06-30;1;São Luis;Imóvel locado para a Cogna, com contrato do tipo "sale and leaseback".
13.873.457/0001-52;2021-06-30;1;Ipatinga - Jequitibá;Imóvel locado para a Cogna, com contrato do tipo "sale and leaseback".
13.873.457/0001-52;2021-06-30;1;Av. Presidente Juscelino Kubitschek;Imóvel locado para a Cogna, com contrato do tipo "sale and leaseback".
13.873.457/0001-52;2021-06-30;1;Rua dos Timbiras;Imóvel locado para a Cogna, com contrato do tipo "sale and leaseback".
13.873.457/0001-52;2021-09-30;1;Cuiabá;Imóvel locado para a Cogna, com contrato do tipo "sale and leaseback".
13.873.457/0001-52;2021-09-30;1;São Luis;Imóvel locado para a Cogna, com contrato do tipo "sale and leaseback".
13.873.457/0001-52;2021-09-30;1;Ipatinga - Jequitibá;Imóvel locado para a Cogna, com contrato do tipo "sale and leaseback".
13.873.457/0001-52;2021-09-30;1;Av. Presidente Juscelino Kubitschek;Imóvel locado para a Cogna, com contrato do tipo "sale and leaseback".
13.873.457/0001-52;2021-09-30;1;Rua dos Timbiras;Imóvel locado para a Cogna, com contrato do tipo "sale and leaseback".
13.873.457/0001-52;2021-09-30;1;Santo André;Imóvel locado para a Cogna, com contrato do tipo "sale and leaseback".
13.873.457/0001-52;2021-12-31;1;Cuiabá;Imóvel locado para a Cogna, com contrato do tipo "sale and leaseback".
13.873.457/0001-52;2021-12-31;1;São Luis;Imóvel locado para a Cogna, com contrato do tipo "sale and leaseback".
13.873.457/0001-52;2021-12-31;1;Ipatinga - Jequitibá;Imóvel locado para a Cogna, com contrato do tipo "sale and leaseback".
13.873.457/0001-52;2021-12-31;1;Av. Presidente Juscelino Kubitschek;Imóvel locado para a Cogna, com contrato do tipo "sale and leaseback".
13.873.457/0001-52;2021-12-31;1;Rua dos Timbiras;Imóvel locado para a Cogna, com contrato do tipo "sale and leaseback".
13.873.457/0001-52;2021-12-31;1;Santo André;Imóvel locado para a Cogna, com contrato do tipo "sale and leaseback".
13.920.018/0001-53;2021-03-31;1;não há;não há
13.920.018/0001-53;2021-06-30;1;não há;não há
13.920.018/0001-53;2021-09-30;1;não há;não há
13.920.018/0001-53;2021-12-31;1;não há;não há
13.966.653/0001-71;2021-03-31;1;Thera Coporate;Não possui caracteristicas que destoem dos demais
13.966.653/0001-71;2021-06-30;1;-;-
13.974.819/0001-00;2021-03-31;1;Imóvel Juiz de Fora;n/a
13.974.819/0001-00;2021-06-30;1;Imóvel Juiz de Fora;n/a
13.974.819/0001-00;2021-09-30;1;Imóvel Juiz de Fora;n/a
13.974.819/0001-00;2021-12-31;1;Imóvel Juiz de Fora;n/a
14.069.202/0001-02;2021-03-31;1;AQ3 LOG  Taubaté;Firmado entre partes
14.069.202/0001-02;2021-03-31;1;AQ3  INDUSTRIAL - nova Iguaçu;Firmado entre partes
14.069.202/0001-02;2021-06-30;1;AQ3 LOG  Taubaté;Firmado entre partes
14.069.202/0001-02;2021-06-30;1;AQ3  INDUSTRIAL - nova Iguaçu;Firmado entre partes
14.069.202/0001-02;2021-09-30;1;AQ3 LOG  Taubaté;Firmado entre partes
14.069.202/0001-02;2021-09-30;1;AQ3  INDUSTRIAL - nova Iguaçu;Firmado entre partes
14.069.202/0001-02;2021-12-31;1;AQ3 LOG Taubaté;Firmado entre partes
14.069.202/0001-02;2021-12-31;1;AQ3 INDUSTRIAL - nova Iguaçu;Firmado entre partes
14.088.246/0001-71;2021-03-31;1;Shopping Center Pátio Belém;
14.088.246/0001-71;2021-06-30;1;Shopping Center Pátio Belém;
14.088.246/0001-71;2021-09-30;1;Shopping Center Pátio Belém;O empreendmento é administrado pelo grupo AD Shopping.
14.088.246/0001-71;2021-12-31;1;Shopping Center Pátio Belém;
14.149.745/0001-21;2021-03-31;1;Arena;Não se aplica
14.149.745/0001-21;2021-06-30;1;Arena;Não se aplica
14.149.745/0001-21;2021-09-30;1;Arena;Não se aplica
14.149.745/0001-21;2021-12-31;1;Arena;Não se aplica
14.217.108/0001-45;2021-03-31;1;Rua Dona Francisca, 8.300 - Distrito Industrial Joinville - SC;Garantia contratual - Seguro fiança
14.217.108/0001-45;2021-06-30;1;Rua Dona Francisca, 8.300 - Distrito Industrial Joinville - SC;Garantia contratual - Seguro fiança
14.217.108/0001-45;2021-09-30;1;Rua Dona Francisca, 8.300 - Distrito Industrial Joinville - SC;Garantia contratual - Seguro fiança
14.217.108/0001-45;2021-12-31;1;Rua Dona Francisca, 8.300 - Distrito Industrial Joinville - SC;Garantia contratual - Seguro fiança
14.365.190/0001-55;2021-03-31;1;N/A;
14.365.190/0001-55;2021-06-30;1;N/A;
14.365.190/0001-55;2021-09-30;1;N/A;
14.365.190/0001-55;2021-12-31;1;N/A;
14.376.247/0001-11;2021-03-31;1;Edificio Brascan Century Corporate - Bloco C;Não possui caracteristicas que destoem dos demais
14.376.247/0001-11;2021-03-31;1;Edificio Torre Rio Sul;Não possui caracteristicas que destoem dos demais
14.376.247/0001-11;2021-06-30;1;Edificio Brascan Century Corporate - Bloco C;Não possui caracteristicas que destoem dos demais
14.376.247/0001-11;2021-06-30;1;Edificio Torre Rio Sul;Não possui caracteristicas que destoem dos demais
14.376.247/0001-11;2021-09-30;1;Edificio Brascan Century Corporate - Bloco C;Não possui caracteristicas que destoem dos demais
14.376.247/0001-11;2021-09-30;1;Edificio Torre Rio Sul;Não possui caracteristicas que destoem dos demais
14.376.247/0001-11;2021-12-31;1;Edificio Brascan Century Corporate;Não possui caracteristicas que destoem dos demais
14.376.247/0001-11;2021-12-31;1;Edificio Torre Rio Sul;Não possui caracteristicas que destoem dos demais
14.410.722/0001-29;2021-03-31;1;não há;não há
14.410.722/0001-29;2021-06-30;1;não há;não há
14.410.722/0001-29;2021-09-30;2;não há;não há
14.410.722/0001-29;2021-12-31;1;não há;não há
14.413.342/0001-48;2021-03-31;1;Ed. Canopus - Av. Tambore, 267 - Tamboré, Barueri - SP - 9º Andar - Unidade 91 - Bloco B;Contrato de Locação para Fins não Residenciais (Correção por IPCA)
14.413.342/0001-48;2021-03-31;1;Imóvel Campo Grande - Rua Campo Grande, 120 , Lote 08 do PAL 47.371 - Campo Grande - Rio de Janeiro - RJ;Contrato de Locação para Fins não Residenciais, modalidade BTS, correção anual por IPCA (IBGE)
14.413.342/0001-48;2021-03-31;1;Ed. Aplub - Rua Geral Camara, 230 - Centro - Porto Alegre/RS;Contratos de Locação para Fins não Residenciais, correção anual por IGP-M (FGV)
14.413.342/0001-48;2021-03-31;1;Ed. Number One - SCN, Quadra 1 Bloco A, número 77, Asa Norte, Brasila-DF;Contratos de Locação para Fins não Residenciais, correção anual por IGP-M (FGV)
14.413.342/0001-48;2021-03-31;1;Ed. Sede - SHN Quadra 01, Conjunto A, Bloco E, Brasília-DF;Contrato de Locação para Fins não Residenciais, correção anual por IGP-M (FGV)
14.413.342/0001-48;2021-06-30;1;Ed. Canopus - Av. Tambore, 267 - Tamboré, Barueri - SP - 9º Andar - Unidade 91 - Bloco B;Contrato de Locação para Fins não Residenciais (Correção por IPCA)
14.413.342/0001-48;2021-06-30;1;Imóvel Campo Grande - Rua Campo Grande, 120 , Lote 08 do PAL 47.371 - Campo Grande - Rio de Janeiro - RJ;Contrato de Locação para Fins não Residenciais, modalidade BTS, correção anual por IPCA (IBGE)
14.413.342/0001-48;2021-06-30;1;Ed. Aplub - Rua Geral Camara, 230 - Centro - Porto Alegre/RS;Contratos de Locação para Fins não Residenciais, correção anual por IGP-M (FGV)
14.413.342/0001-48;2021-06-30;1;Ed. Number One - SCN, Quadra 1 Bloco A, número 77, Asa Norte, Brasila-DF;Contratos de Locação para Fins não Residenciais, correção anual por IGP-M (FGV)
14.413.342/0001-48;2021-06-30;1;Ed. Sede - SHN Quadra 01, Conjunto A, Bloco E, Brasília-DF;Contrato de Locação para Fins não Residenciais, correção anual por IGP-M (FGV)
14.413.342/0001-48;2021-09-30;1;Ed. Canopus - Av. Tambore, 267 - Tamboré, Barueri - SP - 9º Andar - Unidade 91 - Bloco B;Contrato de Locação para Fins não Residenciais (Correção por IPCA)
14.413.342/0001-48;2021-09-30;1;Imóvel Campo Grande - Rua Campo Grande, 120 , Lote 08 do PAL 47.371 - Campo Grande - Rio de Janeiro - RJ;Contrato de Locação para Fins não Residenciais, modalidade BTS, correção anual por IPCA (IBGE)
14.413.342/0001-48;2021-09-30;1;Ed. Aplub - Rua Geral Camara, 230 - Centro - Porto Alegre/RS;Contratos de Locação para Fins não Residenciais, correção anual por IGP-M (FGV)
14.413.342/0001-48;2021-09-30;1;Ed. Number One - SCN, Quadra 1 Bloco A, número 77, Asa Norte, Brasila-DF;Contratos de Locação para Fins não Residenciais, correção anual por IGP-M (FGV)
14.413.342/0001-48;2021-09-30;1;Ed. Sede - SHN Quadra 01, Conjunto A, Bloco E, Brasília-DF;Contrato de Locação para Fins não Residenciais, correção anual por IGP-M (FGV)
14.413.342/0001-48;2021-12-31;1;Ed. Canopus - Av. Tambore, 267 - Tamboré, Barueri - SP - 9º Andar - Unidade 91 - Bloco B;Contrato de Locação para Fins não Residenciais (Correção por IPCA)
14.413.342/0001-48;2021-12-31;1;Imóvel Campo Grande - Rua Campo Grande, 120 , Lote 08 do PAL 47.371 - Campo Grande - Rio de Janeiro - RJ;Contrato de Locação para Fins não Residenciais, modalidade BTS, correção anual por IPCA (IBGE)
14.413.342/0001-48;2021-12-31;1;Ed. Aplub - Rua Geral Camara, 230 - Centro - Porto Alegre/RS;Contratos de Locação para Fins não Residenciais, correção anual por IGP-M (FGV)
14.413.342/0001-48;2021-12-31;1;Ed. Number One - SCN, Quadra 1 Bloco A, número 77, Asa Norte, Brasila-DF;Contratos de Locação para Fins não Residenciais, correção anual por IGP-M (FGV)
14.413.342/0001-48;2021-12-31;1;Ed. Sede - SHN Quadra 01, Conjunto A, Bloco E, Brasília-DF;Contrato de Locação para Fins não Residenciais, correção anual por IGP-M (FGV)
14.631.148/0001-39;2021-03-31;2;NA;NA
14.631.148/0001-39;2021-06-30;2;NA;NA
14.631.148/0001-39;2021-09-30;2;NA;NA
14.631.148/0001-39;2021-12-31;2;NA;NA
14.721.889/0001-00;2021-03-31;1;Não se aplica;Não se aplica
14.721.889/0001-00;2021-06-30;1;Não se aplica;Não se aplica
14.721.889/0001-00;2021-09-30;1;Não se aplica;Não se aplica
14.721.889/0001-00;2021-12-31;1;Não se aplica;Não se aplica
14.788.492/0001-36;2021-03-31;1;Ed. Vitor Malzoni - Torre Sul;Não possui caracteristicas que destoem dos demais
14.788.492/0001-36;2021-03-31;1;Shopping Morumbi;Não possui caracteristicas que destoem dos demais
14.788.492/0001-36;2021-03-31;1;Shopping Center da Barra;Não possui caracteristicas que destoem dos demais
14.788.492/0001-36;2021-03-31;1;Ed. Vitor Malzoni - Torre Sul;Não possui caracteristicas que destoem dos demais
14.788.492/0001-36;2021-06-30;2;Edificio Patio Victor Malzoni - Torre Sul;Não possui caracteristicas que destoem dos demais
14.788.492/0001-36;2021-06-30;2;Shopping Morumbi;Não possui caracteristicas que destoem dos demais
14.788.492/0001-36;2021-06-30;2;Shopping Center da Barra;Não possui caracteristicas que destoem dos demais
14.788.492/0001-36;2021-09-30;1;Ed. Patio Victor Malzoni - Torre Sul;Não possui caracteristicas que destoem dos demais
14.788.492/0001-36;2021-09-30;1;Shopping Morumbi;Não possui caracteristicas que destoem dos demais
14.788.492/0001-36;2021-09-30;1;Shopping Center da Barra;Não possui caracteristicas que destoem dos demais
