CNPJ_Fundo_Classe;Data_Referencia;Versao;Nome_Imovel;Endereco;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Imovel_Total_Investido;Categoria
12.516.185/0001-70;2021-03-31;1;Edíficio Cardeal Corporate;Av. Bartolomeu Mitre, nº 336, 5º andar, Leblon, Rio de Janeiro - RJ;2682;1;Aquisição de 100%. da fração ideal do ativo.;0.038808;Renda
12.516.185/0001-70;2021-09-30;1;LAB 1404;Rua Mourato Coelho, 1404, na Vila Madalena, São Paulo/SP.;1097.44;1;O Fundo, que já detinha 20,1% de participação noAtivo, passa a deter 38,2%;0.044139;Renda
12.516.185/0001-70;2021-12-31;2;Sede Globo SP;Rua Evandro Carlos de Andrade, 160, São Paulo - SP;39050;1;O Fundo adquiriu 100% do imóvel.;1;Renda
13.371.132/0001-71;2021-03-31;1;Torre Marble;Av. Das Nações Unidas, 14171, São Paulo - SP;11346.424;66;O fundo é propretário de 40% da torre Marble, que representa 11.346,42 m²;0.105605;Renda
13.371.132/0001-71;2021-03-31;1;Torre Ebony;Av. Das Nações Unidas, 14171, São Paulo - SP;11351.264;66;O fundo é propretário de 40% da torre Ebony, que representa 11.351,26 m²;0.105651;Renda
13.703.596/0001-38;2021-03-31;1;LJ SEDE;;;1;;;
13.703.596/0001-38;2021-06-30;1;LJ SEDE;;;1;;;
13.703.596/0001-38;2021-09-30;1;LJ SEDE;;;1;;;
13.703.596/0001-38;2021-12-31;1;LJ SEDE;;;1;;;
13.873.457/0001-52;2021-06-30;1;Santo André;Rua Senador Fláquer, 456 - Centro - Santo André-SP;7722;1;Imóvel locado para a Cogna, com contrato do tipo "sale and leaseback".;0.153598;Renda
15.447.108/0001-02;2021-06-30;1;SHOPPING LIGHT;R. Cel. Xavier de Toledo, N° 23 - São Paulo - SP;36518;97;Direito de Propriedade;0.1257;Renda
15.447.108/0001-02;2021-06-30;1;SHOPPING PRADO BOULERVARD;Av. Washington Luiz, 2.480 - Parque Prado, Campinas - SP, 13042-105;20010;84;Direito de Propriedade;0.0245;Renda
15.447.108/0001-02;2021-06-30;1;SHOPPING MORUMBI;Av. Giovanni Gronchi 5930, Shopping, São Paulo, SP, 05724-002;31460.79;192;Direito de Propriedade;0.1336;Renda
15.576.907/0001-70;2021-03-31;1;Renner;Rua Oscar Freire, 585, Jardins - SP;2045;1;imóvel para renda;0.026441;Renda
16.671.412/0001-93;2021-06-30;1;Galpão Contagem;BR 040, KM 23 - Contagem/MG;174473.5;1;centro logistico;0.448028233126926;Renda
17.554.274/0001-25;2021-09-30;2;Pantanal Shopping;;;;Aquisição de 21,4995%;;
17.554.274/0001-25;2021-09-30;2;Porto Velho Shopping;;;;Aquisição de 49,0%;;
17.554.274/0001-25;2021-09-30;2;Shopping Boulevard;;;;Aquisição de 40,0%;;
17.554.274/0001-25;2021-09-30;2;North Shopping Maracanaú;;;;Aquisição de 100%;;
17.554.274/0001-25;2021-12-31;2;Pantanal Shopping;;;;Aquisição de 21,4995%;;
17.554.274/0001-25;2021-12-31;2;Porto Velho Shopping;;;;Aquisição de 49,0%;;
17.554.274/0001-25;2021-12-31;2;Shopping Boulevard;;;;Aquisição de 40,0%;;
17.554.274/0001-25;2021-12-31;2;North Shopping Maracanaú;;;;Aquisição de 100%;;
17.655.102/0001-48;2021-09-30;1;RUA BARÃO DE ITAPAGIPE -TIJUCA;Rua Barão de Sertório - Rio Comprido - Rio de Janeiro - RJ;47000;5;Imóveis matriculados sob n.ºs 9.937, 14.054, 35.417, 52.104 e 90.965, todas do 11º Ofício de Registro de Imóveis do Rio de Janeiro, Estado do Rio de Janeiro;0.033062;Renda
19.722.048/0001-31;2021-03-31;1;236992;Rua Urimonduba 171 - 22;144.72;1;Apartamento residencial pronto para venda;0.00592024155696762;Venda
19.722.048/0001-31;2021-03-31;1;227058;Rua Professor Carlos de Carvalho 74 - 22;100.13;1;Apartamento residencial pronto para venda;0.00446065850769229;Venda
19.722.048/0001-31;2021-03-31;1;218448;Rua Mourato Coelho 244 - 5;148.4;1;Apartamento residencial pronto para venda;0.00547315002928963;Venda
19.722.048/0001-31;2021-03-31;1;236550;Rua Doutor Sodré 48 - 42;72.3;1;Apartamento residencial pronto para venda;0.00320017221127662;Venda
19.722.048/0001-31;2021-03-31;1;328634;Avenida Horácio Lafer 90 - 901;108.07;1;Apartamento residencial pronto para venda;0.00755416923833998;Venda
19.722.048/0001-31;2021-03-31;1;3168084;Avenida Doutor Cardoso de Melo 630 - 131;43.68;1;Apartamento residencial pronto para venda;0.00286744265242728;Venda
19.722.048/0001-31;2021-03-31;1;208017;Rua Alves Guimarães 55 - 91;112.71;1;Apartamento residencial pronto para venda;0.00375280128975679;Venda
19.722.048/0001-31;2021-03-31;1;244106;Rua Maria Figueiredo 471 - 51;153.44;1;Apartamento residencial pronto para venda;0.00591083725345969;Venda
19.722.048/0001-31;2021-03-31;1;2870872;Avenida Rebouças 1480 - 92;84.89;1;Apartamento residencial pronto para venda;0.00335824282510093;Venda
19.722.048/0001-31;2021-03-31;1;244099;Rua Maria Figueiredo 471 - 12;153.44;1;Apartamento residencial pronto para venda;0.00578347392362991;Venda
19.722.048/0001-31;2021-03-31;1;132814;Alameda Santos 1302 - 52;156.32;1;Apartamento residencial pronto para venda;0.0071264536163593;Venda
19.722.048/0001-31;2021-03-31;1;146434;Rua Bela Cintra 1760 - 104;112.35;1;Apartamento residencial pronto para venda;0.00754287213898747;Venda
19.722.048/0001-31;2021-03-31;1;244100;Rua Maria Figueiredo 471 - 21;153.44;1;Apartamento residencial pronto para venda;0.00980984957948343;Venda
19.722.048/0001-31;2021-03-31;1;341590;Avenida Doutor Cardoso de Melo 123 - 81;164.23;1;Apartamento residencial pronto para venda;0.00500666460839517;Venda
19.722.048/0001-31;2021-03-31;1;340336;Avenida Santo Amaro 1826 - 42;80.39;1;Apartamento residencial pronto para venda;0.00348148286207524;Venda
19.722.048/0001-31;2021-03-31;1;140785;Rua Saint Hilaire 118 - 41;128.59;1;Apartamento residencial pronto para venda;0.00624398851474352;Venda
19.722.048/0001-31;2021-03-31;1;234619;Rua Leopoldo Couto de Magalhães Júnior 539 - 42;95.79;1;Apartamento residencial pronto para venda;0.00432756885336702;Venda
19.722.048/0001-31;2021-03-31;1;337720;Rua Nova Cidade 147 - 12;75.72;1;Apartamento residencial pronto para venda;0.00530798300439816;Venda
19.722.048/0001-31;2021-03-31;1;1424636;Rua Marcos Lopes 272 - B141;106.75;1;Apartamento residencial pronto para venda;0.00752172439570103;Venda
19.722.048/0001-31;2021-03-31;1;208394;Praça Benedito Calixto 186 - 32;40.76;1;Apartamento residencial pronto para venda;0.00176545492103638;Venda
19.722.048/0001-31;2021-03-31;1;208396;Praça Benedito Calixto 186 - 34;40.76;1;Apartamento residencial pronto para venda;0.00176545492103638;Venda
19.722.048/0001-31;2021-03-31;1;208398;Praça Benedito Calixto 186 - 36;40.76;1;Apartamento residencial pronto para venda;0.00176545492103638;Venda
19.722.048/0001-31;2021-03-31;1;208406;Praça Benedito Calixto 186 - 44;40.76;1;Apartamento residencial pronto para venda;0.00176545492103638;Venda
19.722.048/0001-31;2021-03-31;1;208416;Praça Benedito Calixto 186 - 54;40.76;1;Apartamento residencial pronto para venda;0.00176545492103638;Venda
19.722.048/0001-31;2021-03-31;1;208434;Praça Benedito Calixto 186 - 72;40.76;1;Apartamento residencial pronto para venda;0.00176545492103638;Venda
19.722.048/0001-31;2021-03-31;1;208454;Praça Benedito Calixto 186 - 92;40.76;1;Apartamento residencial pronto para venda;0.00176545492103638;Venda
19.722.048/0001-31;2021-03-31;1;208457;Praça Benedito Calixto 186 - 95;40.76;1;Apartamento residencial pronto para venda;0.00182812111684806;Venda
19.722.048/0001-31;2021-03-31;1;*208404;Praça Benedito Calixto 186 - 42;40.76;1;Sinal para compra de Apartamento residencial pronto para venda;0.00183450283148846;Venda
19.722.048/0001-31;2021-03-31;1;*208408;Praça Benedito Calixto 186 - 46;40.76;1;Sinal para compra de Apartamento residencial pronto para venda;0.00183450283148846;Venda
19.722.048/0001-31;2021-03-31;1;*208436;Praça Benedito Calixto 186 - 74;40.76;1;Sinal para compra de Apartamento residencial pronto para venda;0.00183450283148846;Venda
19.722.048/0001-31;2021-03-31;1;*208438;Praça Benedito Calixto 186 - 76;40.76;1;Sinal para compra de Apartamento residencial pronto para venda;0.00183450283148846;Venda
19.722.048/0001-31;2021-03-31;1;*208444;Praça Benedito Calixto 186 - 82;40.76;1;Sinal para compra de Apartamento residencial pronto para venda;0.00183450283148846;Venda
19.722.048/0001-31;2021-03-31;1;*208458;Praça Benedito Calixto 186 - 96;40.76;1;Sinal para compra de Apartamento residencial pronto para venda;0.00183450283148846;Venda
19.722.048/0001-31;2021-03-31;1;*208482;Praça Benedito Calixto 186 - 120;40.76;1;Sinal para compra de Apartamento residencial pronto para venda;0.00183450283148846;Venda
19.722.048/0001-31;2021-03-31;1;*216574;Rua Doutor Virgílio de Carvalho Pinto 336 - 92;184.93;1;Sinal para compra de Apartamento residencial pronto para venda;0.000773030080791705;Venda
19.722.048/0001-31;2021-03-31;1;*245809;Rua Cubatão 158 - 23;108.7;1;Sinal para compra de Apartamento residencial pronto para venda;0.00381168093776786;Venda
19.722.048/0001-31;2021-03-31;1;*3157701;Rua Sampaio Viana 456 - 21;166.27;1;Sinal para compra de Apartamento residencial pronto para venda;0.00782737196474899;Venda
19.722.048/0001-31;2021-03-31;1;*332442;Rua Visconde da Luz 88 - 173;67.97;1;Sinal para compra de Apartamento residencial pronto para venda;0.00280898641405757;Venda
19.722.048/0001-31;2021-03-31;1;*337720;Rua Nova Cidade 147 - 12;75.72;1;Sinal para compra de Apartamento residencial pronto para venda;0.00553798284198406;Venda
19.722.048/0001-31;2021-03-31;1;*340637;Rua Alvorada 750 - 54;66.63;1;Sinal para compra de Apartamento residencial pronto para venda;0.00243324722671564;Venda
19.722.048/0001-31;2021-03-31;1;*341809;Rua Alvorada 152 - 21;63.51;1;Sinal para compra de Apartamento residencial pronto para venda;0.0031181844759511;Venda
19.722.048/0001-31;2021-03-31;1;*341971;Rua Cabo Verde 290 - 104;68.96;1;Sinal para compra de Apartamento residencial pronto para venda;0.00273792818512503;Venda
19.872.887/0001-36;2021-03-31;1;Colégio POP;Praça Padre Aleixo Monteiro Mafra, n° 18, distrito de São Miguel Paulista, São Paulo - SP, 08011-010;4225.76;1;Matrícula n° 13.445, do 12º Oficial de Registro de Imóveis de São Paulo - São Paulo.;1;Renda
20.118.470/0001-61;2021-09-30;1;CIDADE INDUST CONTAG (Leilão);quarteirão nº 29, da Cidade Industrial, do Munícipio de Contagem/MG;15824;4;prédio com estrutura administrativa e  galpões industriais;1;Renda
20.680.775/0001-62;2021-06-30;1;FL Office 11º andar;Rua Elvira Ferraz 250, Vila Olimpía, São Paulo, SP;1255;11;Não se aplica;0.0151;Renda
20.748.515/0001-81;2021-03-31;1;Bresco Bahia G100;Rod. BA-535. km 23, Lauro de Freitas - BA;38141.97;1;Galpão Logístico;1;Renda
21.408.063/0001-51;2021-09-30;1;Condomínio Mário Garnero - Torre Sul, Conjunto N.º 142 e 143;Av. Brigadeiro Faria Lima nº 1.461,  Pinheiros, São Paulo/SP;2359.37;2;Direito de propriedade;0.006621;Renda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 11B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 11C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 12A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 12C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 13A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 14A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 14B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 14C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 15A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 16A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 16B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 16C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 21B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 21C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 22A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 22B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 23A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 23B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 24A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 24B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 24C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 25A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 25B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 25C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 26B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 26C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 31A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 31C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 32B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 32C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 33A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 33C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 34B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 34C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 35A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 35B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 36A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 36B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 41A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 41B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 41C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 42A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 42C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 43B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 43C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 44A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 44B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 45A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 45C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 46A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 46B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 46C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 51A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 51B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 52A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 52C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 53A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 53B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 54C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 55A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 55B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 55C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 56C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 61A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 61B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 61C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 62B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 62C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 64B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 65B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 66A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 66C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 71B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 72B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 73A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 73B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 73C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 74C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 75B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 75C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 76A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 76B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 76C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 81C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 82C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 83B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 83C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 84B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 84C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2021-03-31;1;Família Freguesia do Ó - 85B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
